,ID,TypeGefailleerde,RegioS,Perioden,UitgesprokenFaillissementen_1
2182,2182,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 januari,18.0
2183,2183,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 februari,21.0
2184,2184,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 maart,14.0
2185,2185,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 1e kwartaal,53.0
2186,2186,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 april,24.0
2187,2187,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 mei,19.0
2188,2188,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 juni,10.0
2189,2189,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 2e kwartaal,53.0
2190,2190,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 juli,22.0
2191,2191,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 augustus,15.0
2192,2192,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 september,22.0
2193,2193,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 3e kwartaal,59.0
2194,2194,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 oktober,29.0
2195,2195,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 november,27.0
2196,2196,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 december,20.0
2197,2197,"Bedrijven, instellingen en eenmanszaken",Friesland,2014 4e kwartaal,76.0
2198,2198,"Bedrijven, instellingen en eenmanszaken",Friesland,2014,241.0
2199,2199,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 januari,15.0
2200,2200,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 februari,16.0
2201,2201,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 maart,19.0
2202,2202,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 1e kwartaal,50.0
2203,2203,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 april,11.0
2204,2204,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 mei,16.0
2205,2205,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 juni,12.0
2206,2206,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 2e kwartaal,39.0
2207,2207,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 juli,9.0
2208,2208,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 augustus,12.0
2209,2209,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 september,16.0
2210,2210,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 3e kwartaal,37.0
2211,2211,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 oktober,5.0
2212,2212,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 november,8.0
2213,2213,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 december,11.0
2214,2214,"Bedrijven, instellingen en eenmanszaken",Friesland,2015 4e kwartaal,24.0
2215,2215,"Bedrijven, instellingen en eenmanszaken",Friesland,2015,150.0
2216,2216,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 januari,14.0
2217,2217,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 februari,14.0
2218,2218,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 maart,18.0
2219,2219,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 1e kwartaal,46.0
2220,2220,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 april,17.0
2221,2221,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 mei,19.0
2222,2222,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 juni,13.0
2223,2223,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 2e kwartaal,49.0
2224,2224,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 juli,10.0
2225,2225,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 augustus,15.0
2226,2226,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 september,3.0
2227,2227,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 3e kwartaal,28.0
2228,2228,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 oktober,3.0
2229,2229,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 november,84.0
2230,2230,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 december,4.0
2231,2231,"Bedrijven, instellingen en eenmanszaken",Friesland,2016 4e kwartaal,91.0
2232,2232,"Bedrijven, instellingen en eenmanszaken",Friesland,2016,214.0
2233,2233,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 januari,15.0
2234,2234,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 februari,6.0
2235,2235,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 maart,10.0
2236,2236,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 1e kwartaal,31.0
2237,2237,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 april,8.0
2238,2238,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 mei,8.0
2239,2239,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 juni,7.0
2240,2240,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 2e kwartaal,23.0
2241,2241,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 juli,7.0
2242,2242,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 augustus,4.0
2243,2243,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 september,2.0
2244,2244,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 3e kwartaal,13.0
2245,2245,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 oktober,10.0
2246,2246,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 november,8.0
2247,2247,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 december,6.0
2248,2248,"Bedrijven, instellingen en eenmanszaken",Friesland,2017 4e kwartaal,24.0
2249,2249,"Bedrijven, instellingen en eenmanszaken",Friesland,2017,91.0
2250,2250,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 januari,9.0
2251,2251,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 februari,5.0
2252,2252,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 maart,8.0
2253,2253,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 1e kwartaal,22.0
2254,2254,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 april,7.0
2255,2255,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 mei,6.0
2256,2256,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 juni,4.0
2257,2257,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 2e kwartaal,17.0
2258,2258,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 juli,9.0
2259,2259,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 augustus,6.0
2260,2260,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 september,8.0
2261,2261,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 3e kwartaal,23.0
2262,2262,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 oktober,9.0
2263,2263,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 november,3.0
2264,2264,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 december,9.0
2265,2265,"Bedrijven, instellingen en eenmanszaken",Friesland,2018 4e kwartaal,21.0
2266,2266,"Bedrijven, instellingen en eenmanszaken",Friesland,2018,83.0
2267,2267,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 januari,12.0
2268,2268,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 februari,9.0
2269,2269,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 maart,6.0
2270,2270,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 1e kwartaal,27.0
2271,2271,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 april,4.0
2272,2272,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 mei,12.0
2273,2273,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 juni,7.0
2274,2274,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 2e kwartaal,23.0
2275,2275,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 juli,9.0
2276,2276,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 augustus,2.0
2277,2277,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 september,12.0
2278,2278,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 3e kwartaal,23.0
2279,2279,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 oktober,9.0
2280,2280,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 november,15.0
2281,2281,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 december,6.0
2282,2282,"Bedrijven, instellingen en eenmanszaken",Friesland,2019 4e kwartaal,30.0
2283,2283,"Bedrijven, instellingen en eenmanszaken",Friesland,2019,103.0
2284,2284,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 januari,5.0
2285,2285,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 februari,8.0
2286,2286,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 maart,5.0
2287,2287,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 1e kwartaal,18.0
2288,2288,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 april,9.0
2289,2289,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 mei,14.0
2290,2290,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 juni,10.0
2291,2291,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 2e kwartaal,33.0
2292,2292,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 juli,10.0
2293,2293,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 augustus,4.0
2294,2294,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 september,9.0
2295,2295,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 3e kwartaal,23.0
2296,2296,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 oktober,8.0
2297,2297,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 november,7.0
2298,2298,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 december,1.0
2299,2299,"Bedrijven, instellingen en eenmanszaken",Friesland,2020 4e kwartaal,16.0
2300,2300,"Bedrijven, instellingen en eenmanszaken",Friesland,2020,90.0
2301,2301,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 januari,2.0
2302,2302,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 februari,1.0
2303,2303,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 maart,6.0
2304,2304,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 1e kwartaal,9.0
2305,2305,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 april,6.0
2306,2306,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 mei,2.0
2307,2307,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 juni,7.0
2308,2308,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 2e kwartaal,15.0
2309,2309,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 juli,3.0
2310,2310,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 augustus,4.0
2311,2311,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 september,3.0
2312,2312,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 3e kwartaal,10.0
2313,2313,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 oktober,3.0
2314,2314,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 november,3.0
2315,2315,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 december,6.0
2316,2316,"Bedrijven, instellingen en eenmanszaken",Friesland,2021 4e kwartaal,12.0
2317,2317,"Bedrijven, instellingen en eenmanszaken",Friesland,2021,46.0
2318,2318,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 januari,6.0
2319,2319,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 februari,4.0
2320,2320,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 maart,4.0
2321,2321,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 1e kwartaal,14.0
2322,2322,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 april,1.0
2323,2323,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 mei,6.0
2324,2324,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 juni,2.0
2325,2325,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 2e kwartaal,9.0
2326,2326,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 juli,2.0
2327,2327,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 augustus,4.0
2328,2328,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 september,1.0
2329,2329,"Bedrijven, instellingen en eenmanszaken",Friesland,2022 3e kwartaal,7.0
2330,2330,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 januari,26.0
2331,2331,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 februari,19.0
2332,2332,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 maart,15.0
2333,2333,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 1e kwartaal,60.0
2334,2334,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 april,34.0
2335,2335,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 mei,13.0
2336,2336,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 juni,27.0
2337,2337,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 2e kwartaal,74.0
2338,2338,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 juli,17.0
2339,2339,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 augustus,22.0
2340,2340,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 september,27.0
2341,2341,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 3e kwartaal,66.0
2342,2342,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 oktober,31.0
2343,2343,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 november,11.0
2344,2344,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 december,22.0
2345,2345,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009 4e kwartaal,64.0
2346,2346,"Bedrijven, instellingen en eenmanszaken",Drenthe,2009,264.0
2347,2347,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 januari,27.0
2348,2348,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 februari,9.0
2349,2349,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 maart,22.0
2350,2350,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 1e kwartaal,58.0
2351,2351,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 april,18.0
2352,2352,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 mei,22.0
2353,2353,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 juni,26.0
2354,2354,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 2e kwartaal,66.0
2355,2355,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 juli,16.0
2356,2356,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 augustus,15.0
2357,2357,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 september,19.0
2358,2358,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 3e kwartaal,50.0
2359,2359,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 oktober,15.0
2360,2360,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 november,22.0
2361,2361,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 december,17.0
2362,2362,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010 4e kwartaal,54.0
2363,2363,"Bedrijven, instellingen en eenmanszaken",Drenthe,2010,228.0
2364,2364,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 januari,13.0
2365,2365,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 februari,12.0
2366,2366,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 maart,25.0
2367,2367,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 1e kwartaal,50.0
2368,2368,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 april,16.0
2369,2369,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 mei,31.0
2370,2370,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 juni,23.0
2371,2371,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 2e kwartaal,70.0
2372,2372,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 juli,12.0
2373,2373,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 augustus,21.0
2374,2374,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 september,6.0
2375,2375,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 3e kwartaal,39.0
2376,2376,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 oktober,17.0
2377,2377,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 november,21.0
2378,2378,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 december,22.0
2379,2379,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011 4e kwartaal,60.0
2380,2380,"Bedrijven, instellingen en eenmanszaken",Drenthe,2011,219.0
2381,2381,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 januari,31.0
2382,2382,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 februari,19.0
2383,2383,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 maart,23.0
2384,2384,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 1e kwartaal,73.0
2385,2385,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 april,12.0
2386,2386,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 mei,23.0
2387,2387,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 juni,25.0
2388,2388,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 2e kwartaal,60.0
2389,2389,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 juli,21.0
2390,2390,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 augustus,15.0
2391,2391,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 september,34.0
2392,2392,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 3e kwartaal,70.0
2393,2393,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 oktober,41.0
2394,2394,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 november,22.0
2395,2395,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 december,20.0
2396,2396,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012 4e kwartaal,83.0
2397,2397,"Bedrijven, instellingen en eenmanszaken",Drenthe,2012,286.0
2398,2398,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 januari,17.0
2399,2399,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 februari,27.0
2400,2400,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 maart,20.0
2401,2401,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 1e kwartaal,64.0
2402,2402,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 april,33.0
2403,2403,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 mei,31.0
2404,2404,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 juni,29.0
2405,2405,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 2e kwartaal,93.0
2406,2406,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 juli,21.0
2407,2407,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 augustus,22.0
2408,2408,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 september,14.0
2409,2409,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 3e kwartaal,57.0
2410,2410,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 oktober,28.0
2411,2411,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 november,30.0
2412,2412,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 december,23.0
2413,2413,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013 4e kwartaal,81.0
2414,2414,"Bedrijven, instellingen en eenmanszaken",Drenthe,2013,295.0
2415,2415,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 januari,25.0
2416,2416,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 februari,12.0
2417,2417,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 maart,18.0
2418,2418,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 1e kwartaal,55.0
2419,2419,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 april,14.0
2420,2420,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 mei,12.0
2421,2421,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 juni,16.0
2422,2422,"Bedrijven, instellingen en eenmanszaken",Drenthe,2014 2e kwartaal,42.0
